id,online,available,searchable
156238006,true,true,true
156238007,true,true,true
156238011,true,true,true
156326999,true,true,true
156378999,true,true,true
156460999,true,true,true
156465999,true,true,true
156469999,true,true,true
156475999,true,true,true
156538999,true,true,true
156706999,true,true,true
156754999,true,true,true
158063028,true,true,true
158218002,true,true,true
158523006,true,true,true
158523010,true,true,true
158523011,true,true,true
158523013,true,true,true
158523014,true,true,true
158523015,true,true,true
158523016,true,true,true
158523019,true,true,true
158523020,true,true,true
158523021,true,true,true
158779003,true,true,true
159171018,true,true,true
159171019,true,true,true
159171020,true,true,true
159171021,true,true,true
159200006,true,true,true
159200021,true,true,true
159363006,true,true,true
159363016,true,true,true
159363021,true,true,true
159417017,true,true,true
159417018,true,true,true
159417022,true,true,true
159417023,true,true,true
159417024,true,true,true
159417025,true,true,true
159417028,true,true,true
159417029,true,true,true
159417030,true,true,true
159417035,true,true,true
159417036,true,true,true
159417041,true,true,true
159418047,true,true,true
159420047,true,true,true
159420048,true,true,true
159420052,true,true,true
159420053,true,true,true
159420054,true,true,true
159420055,true,true,true
159420059,true,true,true
159420060,true,true,true
159421017,true,true,true
159421023,true,true,true
159421024,true,true,true
159421034,true,true,true
159421035,true,true,true
159421036,true,true,true
159421041,true,true,true
159423004,true,true,true
159423005,true,true,true
159423006,true,true,true
159423010,true,true,true
159423011,true,true,true
159423012,true,true,true
159510010,true,true,true
159510011,true,true,true
159510012,true,true,true
159516010,true,true,true
159516011,true,true,true
159712999,true,true,true
164271002,true,true,true
164271003,true,true,true
164271004,true,true,true
164271005,true,true,true
164271008,true,true,true
164271009,true,true,true
164271010,true,true,true
164271011,true,true,true
164274999,true,true,true
164275999,true,true,true
164295003,true,true,true
164295004,true,true,true
164307003,true,true,true
164307004,true,true,true
164307005,true,true,true
165992999,true,true,true
166041999,true,true,true
166066999,true,true,true
166571999,true,true,true
167882999,true,true,true
168627999,true,true,true
168814999,true,true,true
169735002,true,true,true
169769002,true,true,true
169772002,true,true,true
169783002,true,true,true
169784002,true,true,true
170860004,true,true,true
170860005,true,true,true
170860008,true,true,true
171780999,true,true,true
171781999,true,true,true
172740999,true,true,true
173068999,true,true,true
173786999,true,true,true
173870999,true,true,true
173879999,true,true,true
176116999,true,true,true
176126999,true,true,true
176135999,true,true,true
176155999,true,true,true
177346999,true,true,true
177539004,true,true,true
177539005,true,true,true
177539076,false,true,true
177539077,false,true,true
177555004,true,true,true
177555005,true,true,true
177555094,false,true,true
177555095,false,true,true
178976999,true,true,true
180806999,true,true,true
180807999,true,true,true
180808999,true,true,true
180818999,true,true,true
180820999,true,true,true
180823999,true,true,true
180826999,true,true,true
180827999,true,true,true
180828999,true,true,true
180829999,true,true,true
180880999,true,true,true
180923999,true,true,true
180941999,true,true,true
183318002,true,true,true
183367003,true,true,true
184103007,true,true,true
184103028,true,true,true
184103029,true,true,true
184103030,true,true,true
184103031,true,true,true
184196999,true,true,true
184239999,true,true,true
184379999,true,true,true
184380999,true,true,true
184381999,true,true,true
184476999,true,true,true
185977002,true,true,true
185977003,true,true,true
185977004,true,true,true
185993002,true,true,true
185993003,true,true,true
185996002,true,true,true
185996003,true,true,true
185996004,true,true,true
187139999,true,true,true
187165999,true,true,true
188130999,true,true,true
188432999,true,true,true
188443999,true,true,true
188444999,true,true,true
189624999,true,true,true
190831999,true,true,true
190984015,true,true,true
190984016,true,true,true
190984133,true,true,true
190984134,true,true,true
190984135,true,true,true
191656999,true,true,true
191679999,true,true,true
191690999,true,true,true
191704999,true,true,true
192240002,true,true,true
192240003,true,true,true
192240004,true,true,true
192240005,true,true,true
192240006,true,true,true
192240007,true,true,true
192242002,true,true,true
192242003,true,true,true
192242004,true,true,true
192242005,true,true,true
192242006,true,true,true
192248002,true,true,true
192248003,true,true,true
192248004,true,true,true
192248005,true,true,true
192248006,true,true,true
192258002,true,true,true
192258003,true,true,true
192258004,true,true,true
192258005,true,true,true
192258006,true,true,true
193458003,true,true,true
193458004,true,true,true
193458005,true,true,true
193458010,true,true,true
193458011,true,true,true
193458016,true,true,true
193458017,true,true,true
193491002,true,true,true
193658999,true,true,true
193666999,true,true,true
193898999,true,true,true
194504003,true,true,true
194524003,true,true,true
194526003,true,true,true
194901999,true,true,true
194903999,true,true,true
194908999,true,true,true
194917999,true,true,true
196679006,true,true,true
196718006,true,true,true
197029002,true,true,true
198486999,true,true,true
199787999,true,true,true
199795999,true,true,true
200084007,true,true,true
200339006,true,true,true
200341004,true,true,true
200341005,true,true,true
200341006,true,true,true
202958999,true,true,true
202960999,true,true,true
203923999,true,true,false
204285999,true,true,true
205050004,true,true,true
205051003,true,true,true
205051004,true,true,true
205691999,true,true,true
205933999,true,true,true
209207002,true,true,true
209402003,true,true,true
209402004,true,true,true
209402007,true,true,true
209402008,true,true,true
209418003,false,true,true
209418004,false,true,true
209437003,true,true,true
209437004,true,true,true
209437007,false,true,true
209437008,false,true,true
209438003,false,true,true
209438004,false,true,true
209438007,false,true,true
209438008,false,true,true
209459003,false,true,true
209459004,false,true,true
209857002,true,true,true
209857003,true,true,true
210984999,true,true,true
211233999,true,true,true
211234999,true,true,true
211235999,true,true,true
214124999,true,true,true
214137999,true,true,true
214142999,true,true,true
214187999,true,true,true
214563003,true,true,true
214563004,true,true,true
214563005,true,true,true
214563006,true,true,true
214563007,true,true,true
214563008,true,true,true
214563009,true,true,true
214563010,true,true,true
214563011,true,true,true
214566011,true,true,true
214576003,true,true,true
214576004,true,true,true
214576005,true,true,true
214576006,true,true,true
214576008,true,true,true
214576009,true,true,true
214576010,true,true,true
214576011,true,true,true
214616004,true,true,true
214616005,true,true,true
214616006,true,true,true
214620002,true,true,true
214620003,true,true,true
214620004,true,true,true
214620005,true,true,true
214620006,true,true,true
214620007,true,true,true
217033999,true,true,true
217079999,true,true,true
217080999,true,true,true
217081999,true,true,true
217082999,true,true,true
217083999,true,true,true
217084999,true,true,true
217096999,true,true,true
217393003,true,true,true
217429999,true,true,true
217671027,true,true,true
221108999,true,true,true
221444002,true,true,true
221444003,true,true,true
221444004,true,true,true
221444005,true,true,true
221444006,true,true,true
221444007,true,true,true
223043999,true,true,true
223673999,true,true,true
223921999,true,true,true
224473999,true,true,true
229677999,true,true,true
229681999,true,true,true
230294999,true,true,true
230306999,true,true,true
230307999,true,true,true
230311999,true,true,true
230716999,true,true,true
234781016,true,true,true
234820999,true,true,true
238670999,true,true,true
238671999,true,true,true
239544999,true,true,true
239560999,true,true,true
240571006,true,true,true
240571007,true,true,true
240572005,true,true,true
240572006,true,true,true
240572007,true,true,true
240574003,true,true,true
240574004,true,true,true
240574005,true,true,true
240574006,true,true,true
240574007,true,true,true
240585003,true,true,true
240585004,true,true,true
240585005,true,true,true
240585006,true,true,true
240585007,true,true,true
240586012,true,true,true
240586013,true,true,true
240586014,true,true,true
240587003,true,true,true
240587004,true,true,true
240587005,true,true,true
240587006,true,true,true
240587007,true,true,true
240589003,true,true,true
240589004,true,true,true
240589005,true,true,true
240589006,true,true,true
240589007,true,true,true
240590010,true,true,true
240590011,true,true,true
240590012,true,true,true
240590013,true,true,true
240590014,true,true,true
240591003,true,true,true
240591004,true,true,true
240591006,true,true,true
242786004,true,true,true
242786010,true,true,true
242786016,true,true,true
242786017,true,true,true
243111999,true,true,true
243704004,true,true,true
243775004,true,true,true
243798004,true,true,true
243867010,true,true,true
243952999,true,true,true
244293016,true,true,true
244418011,true,true,true
244594999,true,true,true
247151999,true,true,true
247253001,true,true,true
247284999,true,true,true
247328999,true,true,true
248559009,true,true,true
248574018,false,true,true
249099003,true,true,true
249099004,true,true,true
249099010,true,true,true
249099011,true,true,true
249099018,true,true,true
249099025,true,true,true
249114008,true,true,true
249114009,true,true,true
249114010,true,true,true
250788999,true,true,true
250817004,true,true,true
251415999,true,true,true
252320999,true,true,true
252331999,true,true,true
252538999,true,true,true
252541999,true,true,true
252794999,true,true,true
252812999,true,true,true
252999999,true,true,true
253237999,true,true,true
254494006,true,true,true
254503011,true,true,true
256275003,true,true,true
256287003,true,true,true
256287009,true,true,true
256405011,true,true,true
256468003,true,true,true
256468004,true,true,true
256468007,true,true,true
256468008,true,true,true
256468009,true,true,true
256600003,true,true,true
256600007,true,true,true
256600008,true,true,true
256600009,true,true,true
257691005,true,true,true
257691006,true,true,true
257691007,true,true,true
257692002,true,true,true
257692003,true,true,true
257700002,true,true,true
257700003,true,true,true
257700004,true,true,true
257700005,true,true,true
257700006,true,true,true
257700007,true,true,true
257708005,true,true,true
257708006,true,true,true
257708007,true,true,true
261289999,true,true,true
261292999,true,true,true
261293999,true,true,true
261414999,true,true,true
262020010,true,true,true
262020016,true,true,true
262020017,true,true,true
262020022,true,true,true
262020023,true,true,true
262022022,true,true,true
262022023,true,true,true
262022028,true,true,true
262049016,true,true,true
262054022,true,true,true
264339999,true,true,true
264451999,true,true,true
264576999,true,true,true
264592999,true,true,true
264668999,true,true,true
264684999,true,true,true
265476999,true,true,true
265479999,true,true,true
265480999,true,true,true
265481999,true,true,true
265482999,true,true,true
265484999,true,true,true
266316003,true,true,true
266322003,true,true,true
266322007,true,true,true
266322008,true,true,true
266322009,true,true,true
266331007,true,true,true
266356011,true,true,true
266488019,true,true,true
266498003,true,true,true
266498007,true,true,true
266840003,true,true,true
266958999,true,true,true
270389030,true,true,true
272152999,true,true,true
272542999,true,true,true
273137999,true,true,true
273449999,true,true,true
273900007,true,true,true
274491999,true,true,true
275110002,true,true,true
275110003,true,true,true
275110004,true,true,true
275557009,true,true,true
275557010,true,true,true
275882002,true,true,true
275882003,true,true,true
275892002,true,true,true
275892003,true,true,true
275892004,true,true,true
275892005,true,true,true
275944002,true,true,true
275944003,true,true,true
275944004,true,true,true
275944005,true,true,true
275948002,true,true,true
275948003,true,true,true
275948004,true,true,true
275948005,true,true,true
275952002,true,true,true
275952003,true,true,true
275952004,true,true,true
275952005,true,true,true
276012002,true,true,true
276012003,true,true,true
276012004,true,true,true
276012005,true,true,true
276013002,true,true,true
276013003,true,true,true
276013004,true,true,true
276013005,true,true,true
276271002,true,true,true
276271003,true,true,true
276271004,true,true,true
276271005,true,true,true
276273002,true,true,true
276273003,true,true,true
276273004,true,true,true
276273005,true,true,true
276350002,true,true,true
276350003,true,true,true
276350004,true,true,true
276352002,true,true,true
276352003,true,true,true
276352004,true,true,true
276371002,true,true,true
276371003,true,true,true
276371004,true,true,true
276371005,true,true,true
276378002,true,true,true
276378003,true,true,true
276378004,true,true,true
276378005,true,true,true
276383002,true,true,true
276383003,true,true,true
276383004,true,true,true
276383005,true,true,true
276385002,true,true,true
276385003,true,true,true
276391002,true,true,true
276391003,true,true,true
276391004,true,true,true
276395003,true,true,true
276395004,true,true,true
276447004,true,true,true
276517015,true,true,true
276521006,true,true,true
276521007,true,true,true
276521008,true,true,true
276599003,true,true,true
277644999,true,true,true
277658999,true,true,true
277683999,true,true,true
279523999,true,true,true
279947008,true,true,true
279947011,true,true,true
279947012,true,true,true
279947015,true,true,true
279947016,true,true,true
279955999,true,true,true
280028999,true,true,true
280031006,true,true,true
280031010,true,true,true
280031014,true,true,true
280031016,true,true,true
280125011,true,true,true
280125012,true,true,true
280125015,true,true,true
280125016,true,true,true
280133999,true,true,true
280350999,true,true,true
280502999,true,true,true
280521999,true,true,true
280525999,true,true,true
280530999,true,true,true
282149999,true,true,true
284165999,true,true,true
285795018,true,true,true
287636015,true,true,true
287636016,true,true,true
288816003,true,true,true
288816004,true,true,true
288816005,true,true,true
288816007,true,true,true
288832003,true,true,true
288832006,true,true,true
288832007,true,true,true
288832008,true,true,true
288912003,true,true,true
288912004,true,true,true
288924002,true,true,true
288924003,true,true,true
288924004,true,true,true
289074999,true,true,true
289107999,true,true,true
289117999,true,true,true
289119999,true,true,true
289131007,true,true,true
289131011,true,true,true
289132003,true,true,true
289132006,false,true,true
289132007,false,true,true
289133003,false,true,true
289133007,true,true,true
289134003,true,true,true
289135003,true,true,true
289136003,true,true,true
289137003,true,true,true
289138003,true,true,true
289138006,false,true,true
289138007,false,true,true
289139003,true,true,true
289140002,true,true,true
289140003,true,true,true
289140004,true,true,true
289151002,true,true,true
289151003,true,true,true
289151004,true,true,true
289151006,true,true,true
289151007,true,true,true
289151008,true,true,true
289152002,true,true,true
289152004,true,true,true
289154002,true,true,true
289154003,true,true,true
289154004,true,true,true
290609002,true,true,true
290609003,true,true,true
290610002,true,true,true
290610003,true,true,true
290613002,true,true,true
290613003,true,true,true
290616002,true,true,true
290616003,true,true,true
290616004,true,true,true
290621002,true,true,true
290621003,true,true,true
290625002,true,true,true
290625003,true,true,true
290625004,true,true,true
290625005,true,true,true
290630002,true,true,true
290630003,true,true,true
290630004,true,true,true
290630005,true,true,true
290634002,true,true,true
290634003,true,true,true
290634004,true,true,true
290634005,true,true,true
290657002,true,true,true
290657003,true,true,true
290657004,true,true,true
290657005,true,true,true
290666002,true,true,true
290666003,true,true,true
290666004,true,true,true
290666005,true,true,true
290675002,true,true,true
290675003,true,true,true
290675004,true,true,true
290675005,true,true,true
290702002,true,true,true
290702003,true,true,true
290702004,true,true,true
290715002,true,true,true
290715003,true,true,true
290715004,true,true,true
290715005,true,true,true
291179999,true,true,true
291181999,true,true,true
291185999,true,true,true
291420999,true,true,true
291501999,true,true,true
291526999,true,true,true
292086999,true,true,true
292842002,true,true,true
292842003,true,true,true
292842004,true,true,true
292878002,true,true,true
292878003,true,true,true
292985003,true,true,true
292985005,true,true,true
292989999,true,true,true
293018999,true,true,true
293023999,true,true,true
293031999,true,true,true
293041999,true,true,true
293043999,true,true,true
293075999,true,true,true
293089999,true,true,true
293119999,true,true,true
293128999,true,true,true
293292999,true,true,true
293415999,true,true,true
293469999,true,true,true
293523999,true,true,true
293588999,true,true,true
293589999,true,true,true
293597002,true,true,true
293597003,true,true,true
293597004,true,true,true
293632999,true,true,true
293633999,true,true,true
293634999,true,true,true
293636999,true,true,true
294917999,true,true,true
296299002,true,true,true
296307002,true,true,true
296308002,true,true,true
296310002,true,true,true
296328002,true,true,true
296339002,true,true,true
296341002,true,true,true
296413999,true,true,true
296416999,true,true,true
296417999,true,true,true
296653999,true,true,true
297582999,true,true,true
297584999,true,true,true
297601999,true,true,true
297618999,true,true,true
297620999,true,true,true
297625999,true,true,true
297627999,true,true,true
297631999,true,true,true
297635999,true,true,true
297640999,true,true,true
297641999,true,true,true
297642999,true,true,true
297644999,true,true,true
297646999,true,true,true
297648999,true,true,true
297652999,true,true,true
297658999,true,true,true
297664999,true,true,true
297669999,true,true,true
297673999,true,true,true
297676999,true,true,true
297770004,true,true,true
297770005,true,true,true
297770010,true,true,true
297770011,true,true,true
297770016,true,true,true
297770017,true,true,true
298801002,true,true,true
298801003,true,true,true
299100999,true,true,true
299362999,true,true,true
299820013,true,true,true
299820014,true,true,true
299821002,true,true,true
299821003,true,true,true
299821004,true,true,true
299821007,true,true,true
299821008,true,true,true
299821009,true,true,true
299821010,true,true,true
299821012,true,true,true
299821013,true,true,true
299821014,true,true,true
299821015,true,true,true
299821032,true,true,true
299821033,true,true,true
299821034,true,true,true
299821035,true,true,true
300404999,true,true,true
300671999,true,true,true
301726999,true,true,true
301728999,true,true,true
301767003,true,true,true
301767004,true,true,true
301767005,true,true,true
301767008,true,true,true
301767009,true,true,true
301767010,true,true,true
301770003,true,true,true
301770004,true,true,true
301770005,true,true,true
301770008,true,true,true
301770009,true,true,true
301770010,true,true,true
301774003,true,true,true
301774004,true,true,true
301774005,true,true,true
301774008,true,true,true
301774009,true,true,true
301774010,true,true,true
301774013,true,true,true
301774014,true,true,true
301774015,true,true,true
301776008,true,true,true
301776009,true,true,true
301776010,true,true,true
301778003,true,true,true
301778004,true,true,true
301778005,true,true,true
301789008,true,true,true
301789009,true,true,true
302126999,true,true,true
302127999,true,true,true
302560015,true,true,true
302560016,true,true,true
302560027,true,true,true
302721999,true,true,true
303006002,true,true,true
303006003,true,true,true
303006004,true,true,true
303007002,true,true,true
303007003,true,true,true
303007004,true,true,true
303756999,true,true,true
304531999,true,true,true
304535999,true,true,true
305691999,true,true,true
308449999,true,true,true
309173999,true,true,true
309336999,true,true,true
311140999,true,true,true
311141999,true,true,true
311142999,true,true,true
311143999,true,true,true
313207002,true,true,true
313216002,true,true,true
313490003,true,true,true
313503003,true,true,true
313503004,true,true,true
313503011,true,true,true
313503012,true,true,true
313511003,true,true,true
313511004,true,true,true
313947007,true,true,true
313968003,true,true,true
313968004,true,true,true
314011002,true,true,true
314011003,true,true,true
314011004,true,true,true
314011005,true,true,true
314011007,true,true,true
314011008,true,true,true
314017002,true,true,true
314017003,true,true,true
314017004,true,true,true
314017005,true,true,true
314021003,true,true,true
314021007,true,true,true
314021008,true,true,true
314039002,true,true,true
314039003,true,true,true
314039004,true,true,true
314039007,true,true,true
314039008,true,true,true
314062002,true,true,true
314072002,true,true,true
314078002,true,true,true
314176003,true,true,true
314176007,true,true,true
314176008,true,true,true
314176011,true,true,true
314176012,true,true,true
314176015,true,true,true
314182003,true,true,true
314182007,true,true,true
314182008,true,true,true
314325003,true,true,true
314325004,true,true,true
314325007,true,true,true
314325008,true,true,true
314329003,true,true,true
314329004,true,true,true
314329007,true,true,true
314329008,true,true,true
314329012,true,true,true
314329015,true,true,true
314329016,true,true,true
314329017,true,true,true
314345003,true,true,true
314375002,true,true,true
314381002,true,true,true
315442010,true,true,true
315442011,true,true,true
317123999,true,true,true
317280999,true,true,true
317527002,true,true,true
317527003,true,true,true
317528002,true,true,true
317530002,true,true,true
317532002,true,true,true
317534002,true,true,true
317535002,true,true,true
317537002,true,true,true
317538002,true,true,true
317539002,true,true,true
317541002,true,true,true
317604999,true,true,true
319147004,true,true,true
319150004,true,true,true
319150005,true,true,true
319150006,true,true,true
319156002,true,true,true
319156003,true,true,true
319156004,true,true,true
319156005,true,true,true
319156006,true,true,true
319156007,true,true,true
319159002,true,true,true
319159003,true,true,true
319159004,true,true,true
319159005,true,true,true
319159006,true,true,true
319159007,true,true,true
319162009,true,true,true
319162010,true,true,true
319162011,true,true,true
319163009,true,true,true
319163010,true,true,true
319163011,true,true,true
319165003,true,true,true
319165004,true,true,true
319165005,true,true,true
319298999,true,true,true
319422002,true,true,true
319452002,true,true,true
319485999,true,true,true
319487999,true,true,true
319596999,true,true,true
319703999,true,true,true
319801002,true,true,true
319851002,true,true,true
320298999,true,true,true
321053999,true,true,true
322458002,true,true,true
322458003,true,true,true
322459002,true,true,true
322459005,true,true,true
322460002,true,true,true
322460003,true,true,true
322460004,true,true,true
322460005,true,true,true
322461002,true,true,true
322461003,true,true,true
322462005,true,true,true
322464002,true,true,true
322464003,true,true,true
322464004,true,true,true
322464005,true,true,true
322465002,true,true,true
322465003,true,true,true
322466002,true,true,true
322466003,true,true,true
322466004,true,true,true
322466005,true,true,true
322467002,true,true,true
322467003,true,true,true
322467004,true,true,true
322467005,true,true,true
322468002,true,true,true
322468003,true,true,true
322469002,true,true,true
322469003,true,true,true
322469004,true,true,true
322469005,true,true,true
322470002,true,true,true
322470003,true,true,true
322470004,true,true,true
322470005,true,true,true
322471002,true,true,true
322471003,true,true,true
322473002,true,true,true
322473003,true,true,true
322473004,true,true,true
322474002,true,true,true
322474003,true,true,true
322474004,true,true,true
323230999,true,true,true
323440999,true,true,true
327014999,true,true,true
328774007,true,true,true
328774008,true,true,true
328774009,true,true,true
328774012,true,true,true
328774013,true,true,true
328774014,true,true,true
328774022,true,true,true
328774023,true,true,true
328774027,true,true,true
328774028,true,true,true
328774029,true,true,true
328774030,true,true,true
330851999,true,true,true
331279002,true,true,true
331279003,true,true,true
331279004,true,true,true
331279009,true,true,true
331279012,true,true,true
331279013,true,true,true
331279014,true,true,true
331279019,true,true,true
331310002,true,true,true
331310003,true,true,true
331312002,true,true,true
331312003,true,true,true
331363999,false,true,true
331479999,true,true,true
332109002,true,true,true
332110002,true,true,true
332111002,true,true,true
332113002,true,true,true
332114002,true,true,true
332115002,true,true,true
332127002,true,true,true
332129002,true,true,true
332275999,true,true,true
333927999,true,true,true
336777999,true,true,true
339976999,true,true,true
341071999,true,true,true
341291999,true,true,true
342641999,true,true,true
342647999,true,true,true
343007999,true,true,true
343008999,true,true,true
343014999,true,true,true
344168004,true,true,true
347090999,true,true,true
347209007,true,true,true
350408999,true,true,true
350426007,true,true,true
350426009,true,true,true
352430999,true,true,true
352439999,true,true,true
352631003,true,true,true
353063002,false,true,true
353063003,false,true,true
353063004,false,true,true
353063006,false,true,true
353063007,false,true,true
353063008,false,true,true
353063010,false,true,true
353063011,false,true,true
353063012,false,true,true
353073006,true,true,true
353073007,true,true,true
353073008,true,true,true
354967999,true,true,true
354968999,true,true,true
355408999,true,true,true
355420999,true,true,true
356934999,true,true,true
359319999,true,true,true
359505003,true,true,true
359505004,true,true,true
359506003,true,true,true
359506004,true,true,true
359569007,true,true,true
359569008,true,true,true
359579003,true,true,true
359579007,true,true,true
359579008,true,true,true
359598003,true,true,true
359598004,true,true,true
359599003,true,true,true
359599004,true,true,true
359625003,true,true,true
359625004,true,true,true
359632003,true,true,true
359632004,true,true,true
359632007,true,true,true
359632008,true,true,true
359632011,true,true,true
359632012,true,true,true
359632023,true,true,true
359632024,true,true,true
359632035,true,true,true
359632036,true,true,true
359632051,true,true,true
359632052,true,true,true
359638003,true,true,true
359638004,true,true,true
359638011,true,true,true
359638012,true,true,true
359643003,true,true,true
359643004,true,true,true
359650003,true,true,true
359652003,true,true,true
359653003,true,true,true
359654003,true,true,true
359656003,true,true,true
359662003,true,true,true
359710002,true,true,true
359710003,true,true,true
359710004,true,true,true
359710007,true,true,true
359710008,true,true,true
359710011,true,true,true
359710012,true,true,true
359716002,true,true,true
359716003,true,true,true
359716004,true,true,true
359716005,true,true,true
359716006,true,true,true
359716007,true,true,true
359716008,true,true,true
359716009,true,true,true
359716010,true,true,true
359716011,true,true,true
359716012,true,true,true
359716013,true,true,true
359716015,true,true,true
359716016,true,true,true
359716019,true,true,true
359716020,true,true,true
359716023,true,true,true
359716024,true,true,true
359716026,true,true,true
359716027,true,true,true
359716028,true,true,true
359716029,true,true,true
359716034,true,true,true
359716035,true,true,true
359716036,true,true,true
359716037,true,true,true
359716038,true,true,true
359716039,true,true,true
359716040,true,true,true
359716041,true,true,true
359716042,true,true,true
359716043,true,true,true
359716044,true,true,true
359716045,true,true,true
359716047,true,true,true
359716048,true,true,true
359716051,true,true,true
359716052,true,true,true
359716059,true,true,true
359716060,true,true,true
359717002,true,true,true
359717003,true,true,true
359717004,true,true,true
359717005,true,true,true
359717006,true,true,true
359717007,true,true,true
359717008,true,true,true
359717009,true,true,true
359717010,true,true,true
359717011,true,true,true
359717012,true,true,true
359717013,true,true,true
359717015,true,true,true
359717016,true,true,true
359717019,true,true,true
359717020,true,true,true
359717022,true,true,true
359717023,true,true,true
359717024,true,true,true
359717025,true,true,true
359717027,true,true,true
359717028,true,true,true
359717031,true,true,true
359717032,true,true,true
359717035,true,true,true
359717036,true,true,true
359717039,true,true,true
359717040,true,true,true
359717043,true,true,true
359717044,true,true,true
359719003,true,true,true
359719004,true,true,true
359719007,true,true,true
359719008,true,true,true
359719015,true,true,true
359719016,true,true,true
359721003,true,true,true
359723003,true,true,true
359726003,true,true,true
359728003,true,true,true
359734003,true,true,true
359738003,true,true,true
359786999,true,true,true
359874999,true,true,true
359877999,true,true,true
